1,0,5,1895,0.78,-0.59,-0.17,-0.54,-0.55,0.58,0.42,0.78,-0.78,-0.8,-1.41,-1.62
2,0,5,1895,1.67,1.61,1.09,1.09,1.88,2.25,1.71,1.62,1.16,1.08,2.06,-0.35
3,0,5,1895,0.37,-0.89,-0.72,-1.51,-1.68,0.46,1.94,2.04,-0.44,-0.77,-0.67,-0.53
4,0,5,1895,2.23,1.72,1.35,1.03,1.41,1.36,1.23,1.1,1.56,-0.5,-0.85,-1.22
5,0,5,1895,1.64,2.8,2.79,1.91,2.25,2.62,3.88,3.92,3.02,2.8,3.15,3.11
6,0,5,1895,0.35,-1.04,-1.38,-1.05,-1.54,-1.8,-1.36,-1.25,-1.69,0.55,1.18,-0.12
7,0,5,1895,0.45,-0.62,-0.6,0.83,-0.08,-0.01,-0.14,-0.74,-1.43,-1.46,-1.99,-2.48
8,0,5,1895,0.49,0.9,0.48,1.17,1.52,1.27,1.28,1.34,-0.86,-1,0.17,-0.19
9,0,5,1895,1.39,0.91,1.26,1.42,1.47,1.1,0.9,1.67,-0.77,-1.14,-1.47,-1.74
10,0,5,1895,0.84,-0.87,-0.91,-1.47,-1.01,-1.39,-1.28,-1.53,-0.6,-1.58,-2.07,-2.1
11,0,5,1895,0.06,-0.55,-1.07,-1.69,-2.21,-2.7,-1.75,-2.01,-2.12,-2.61,-2.36,-1.25
12,0,5,1895,0.35,-0.63,-1.38,-1.99,-2.75,-3.26,-3.22,-3.72,-4.04,-4.49,-3.93,-2.96
13,0,5,1895,0.09,-0.13,-0.56,-0.86,-1.1,-1.14,-1.09,-0.78,-0.97,-1.45,-1.5,-1.3
14,0,5,1895,0.33,0.92,-0.22,-0.74,-1.13,0.51,1.57,2.63,1.9,1.41,1.42,1.77
15,0,5,1895,0.57,-0.9,-1.25,-1.53,-1.69,-1.83,-1,-1.24,-2.11,-2.36,-2.34,-2.07
16,0,5,1895,-0.14,-0.34,-0.26,-0.76,0.04,0.78,1.07,1.39,-0.76,-0.76,-0.86,-0.98
17,0,5,1895,0.15,-0.74,-1.28,-0.81,-1.42,-1.92,-2.16,-2.03,-3.05,-3.6,-2.57,-2.15
18,0,5,1895,0.42,-0.66,-0.76,0.74,0.54,0.64,-0.12,-0.89,-1.46,-1.6,-2.22,-2.71
19,0,5,1895,-0.03,-1.07,-1.3,-0.87,-1.35,-1.62,-1.28,-1.29,-1.54,1.04,1.64,-0.15
20,0,5,1895,0.56,-0.49,-1.29,-2.18,-2.44,-3.39,-4.23,-4.28,-4.19,-4.74,-4.81,-3.84
21,0,5,1895,0.15,-0.02,-0.56,-1.25,0.12,0.82,0.88,-0.51,0,-0.5,-0.5,-0.84
22,0,5,1895,0.36,-0.71,-0.48,-0.94,-1.19,0.68,0.83,1.2,-0.73,-0.8,-1.11,-1.08
23,0,5,1895,0,-0.56,-0.77,-1.5,-1.65,0.5,1.98,2.18,1.75,0.88,1.04,2.82
24,0,5,1895,1.69,2.3,2.44,-0.4,-0.88,-0.41,-0.2,-0.6,-0.58,-0.96,0.26,0.52
25,0,5,1895,0.31,0.91,1,1.06,0.8,1.69,1.59,1.99,-0.33,-0.75,-0.49,-0.74
26,0,5,1895,1.88,2.83,2.87,2.47,3.16,3.27,3.1,2.52,2,1.43,1.38,1.11
27,0,5,1895,-0.23,-1.14,-1.74,-0.76,-1.29,-1.53,-1.34,-1.16,-1.46,0.01,1.02,1.09
28,0,5,1895,0.38,-0.77,-0.79,-0.13,-0.37,-0.63,-0.49,-1.25,-2.19,-1.92,-2.06,-2.11
29,0,5,1895,0.72,1.49,1.04,1,3.19,4.28,6.25,6.65,5.41,5.09,5.32,-0.06
30,0,5,1895,0.21,-0.49,-1.15,-1.32,-1.77,-2.24,-2.29,-1.77,-2.35,-2.7,-2.45,-1.84
31,0,5,1895,1.13,0.6,1.19,2.55,2.64,-0.39,-0.25,-0.05,-1.11,-1.54,-1.76,-1.96
32,0,5,1895,0.72,1.2,1.25,1.31,1.73,2.79,3.56,3.34,2.56,1.89,2.31,1.93
33,0,5,1895,0.57,-0.65,-1.16,-1.76,-2.45,-3.08,-3.71,-4.11,-4.73,-4.95,-4.59,-3.94
34,0,5,1895,0.26,-0.21,-0.64,-1.35,-2.04,0.21,1.12,1.74,-0.8,-1.01,0.32,1.21
35,0,5,1895,0.94,-0.88,-0.87,-0.96,0.89,-0.61,-0.6,-0.67,0.91,-1.07,-1.74,0.51
36,0,5,1895,0.65,-0.69,-1.05,-1.18,-1.71,-1.83,-2.01,-2.3,-3.07,-3.49,-3.96,-3.78
37,0,5,1895,0.08,-1,-1.15,-0.69,-0.91,-1.17,0.43,0.41,-0.47,1.25,1.86,1.41
38,0,5,1895,1.43,1.23,1.47,2.16,2.42,-0.32,-0.69,-0.35,-1.33,-1.83,-1.92,-2.09
39,0,5,1895,0.69,1.33,1.98,2.14,2.01,2.77,2.8,2.44,1.89,1.18,1.59,1.29
40,0,5,1895,0.4,-0.98,-0.82,-1.01,-1.31,-1.65,-0.96,-0.83,-1.3,-1.45,-1.81,-1.93
41,0,5,1895,0.32,0.95,0.56,0.26,1.2,1.95,3.03,3.64,2.29,2.21,2.55,2.35
42,0,5,1895,1.61,2.62,3.17,-0.52,-0.2,-0.22,-0.15,-0.62,-0.81,-1.11,0.5,-0.25
43,0,5,1895,-0.3,-1.01,-1.68,-1.17,-1.43,-1.79,-1.86,-1.51,-1.77,-2.24,0.85,1.02
44,0,5,1895,1.04,-0.59,-0.56,0.9,0.96,0.75,0.96,-0.59,-1.75,-2.18,-2.47,-2.68
45,0,5,1895,0.43,-0.82,-1.26,0.05,0.65,-0.58,-0.79,-1.27,-0.69,-1.95,-2.59,0.83
46,0,5,1895,0.78,-0.88,-1.07,-1.03,-1.54,-1.96,-1.65,-2.37,-3.18,-3.73,-4.14,-4.15
47,0,5,1895,0.35,-0.29,-0.99,-1.92,-1.41,-1.83,-1.98,-2.6,-2.78,-3.31,-3.78,-3.9
48,0,5,1895,2.1,2.83,3.87,3.11,3.22,3.62,3.81,3.53,2.94,2.38,2.6,2.57
50,0,5,1895,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
101,0,5,1895,0.3,-0.85,-1.38,-1.1,-1.64,-2.01,-2.07,-2.14,-2.94,-3.26,-2.98,-2.56
102,0,5,1895,0.28,-0.29,-1,-1.82,-1.75,-1.8,-1.86,-2.11,-2.05,-2.64,-2.86,-2.74
103,0,5,1895,0.36,-0.89,-1.29,-1.86,-2.31,-2.45,-1.52,-1.69,-2.3,-2.83,-2.71,-1.85
104,0,5,1895,1.26,0.83,1.05,1.57,1.7,-0.12,-0.15,0.26,-1.16,-1.55,-1.95,-2.35
105,0,5,1895,1.59,2.39,2.98,2.63,2.27,2.92,3,2.65,2.08,1.38,1.68,1.6
106,0,5,1895,0.44,0.49,-0.25,-0.95,0.06,0.77,1.84,2.59,-1.02,-0.97,0.23,0.37
107,0,5,1895,1.84,2.73,2.54,1.82,2.84,3.53,4.58,4.59,3.61,3.27,3.88,-0.14
108,0,5,1895,0.75,-0.94,-1.1,-1.26,0.69,-0.63,-0.68,-0.96,-0.09,-1.3,-2.12,0.32
109,0,5,1895,2.32,2.12,1.81,1.42,1.77,-0.04,-0.17,-0.32,-0.04,-0.51,-0.74,-1.08
110,0,5,1895,1.47,-0.45,-0.83,-1.42,0.04,0.2,0.78,0.95,-0.89,-1.42,0.05,0.1
111,0,5,1895,0.92,1.8,1.87,1.3,1.15,2.18,3.43,3.91,2.75,2.29,2.66,2.86
115,0,5,1895,0.52,0.69,-0.19,-0.64,0.53,1.22,2.2,2.9,-1.2,0.03,0.29,0.27
120,0,5,1895,2.21,-0.1,-0.35,-0.84,-0.23,-0.52,-0.44,-0.6,-0.3,-1.11,-1.17,-1.12
201,0,5,1895,0.83,-0.9,-1.06,-1.29,-0.55,-1.08,-1.05,-1.33,0.73,-1.19,-2.01,0.29
202,0,5,1895,2.23,1.7,1.34,1.02,1.4,1.36,1.22,1.09,1.55,-0.5,-0.85,-1.22
203,0,5,1895,1.88,2.92,3.25,2.6,2.92,2.71,0,-0.42,-0.63,-0.97,-0.63,-0.76
204,0,5,1895,1.69,1.68,1.15,1.09,1.9,2.32,1.87,1.74,1.22,1.1,2.12,-0.34
205,0,5,1895,1.85,2.73,2.67,1.7,1.84,1.83,2.13,-0.03,-0.31,-0.54,0.64,0.56
206,0,5,1895,0.41,1.36,0.97,1.18,3.25,4.4,5.68,6.58,5.14,4.91,5.22,-0.11
207,0,5,1895,0.14,0.4,-0.31,-0.73,0.58,1.12,1.91,2.21,0.95,0.9,1.18,1.16
208,0,5,1895,0.51,0.65,-0.27,-1.02,-1.24,0.58,2.18,2.77,1.78,1.42,1.57,2.27
209,0,5,1895,0.13,-0.69,-0.54,-1.21,-1.41,0.56,1.16,1.36,-0.84,-0.99,-0.99,-1.11
210,0,5,1895,1.12,1.93,2.44,2.1,1.8,2.55,2.95,3.19,2.43,1.72,2,2.12
211,0,5,1895,0.43,0.75,0.55,0.16,0.41,1.87,2.14,1.78,1.5,0.88,1.13,0.77
212,0,5,1895,0.17,-0.38,-0.87,-1.73,-1.76,-1.85,-1.23,-1.49,-1.48,-2.07,-1.99,0.5
213,0,5,1895,0.58,-0.54,-1.38,-2.28,-2.51,-3.39,-4.09,-4.13,-4.34,-4.97,-5.06,-4.18
214,0,5,1895,0.5,-0.95,-0.76,-0.85,-1.07,-1.31,-0.75,-0.55,-0.91,-1,-1.57,-1.64
215,0,5,1895,0.55,-0.9,-1.44,-1.86,-2.44,-2.84,-2.46,-2.95,-3.66,-4.14,-4.04,-3.61
216,0,5,1895,1.15,0.77,1.02,1.37,1.49,1.34,1.15,1.49,-1.09,-1.39,-1.75,-2.08
217,0,5,1895,0.6,-0.73,-0.94,-0.36,-0.63,-0.87,-0.86,-1.32,-2.27,-2.62,-2.93,-2.82
218,0,5,1895,0.04,-0.94,-1.48,-0.9,-1.49,-1.93,-1.9,-1.78,-2.53,-2.61,0.82,0.82
220,0,5,1895,0.83,-0.15,-0.44,-1.16,-1.56,-1.2,-0.58,-0.6,-1.11,-1.62,0.11,0.38
250,0,5,1895,1.81,2.58,2.92,2.25,2.16,2.62,2.85,2.32,1.97,1.22,1.41,1.37
255,0,5,1895,0.55,1.36,-0.22,-0.58,-0.82,0.83,2.2,3.06,-0.84,-0.83,0.33,0.57
256,0,5,1895,1.04,1.21,-0.3,-1.05,-1.58,0.45,1.27,1.44,-0.77,-1.14,0.44,1.13
260,0,5,1895,0.29,-0.68,-1.15,-1.87,-2.27,-2.24,-1.68,-1.56,-2.03,-2.54,-2.36,0.37
261,0,5,1895,0.41,-0.2,-0.77,-1.41,-1.9,-2.07,-2.04,-2.14,-2.45,-2.93,-0.04,0.23
262,0,5,1895,0.32,-0.58,-1.04,-1.69,-2.11,-1.94,-1.46,-1.39,-1.83,-2.34,0.01,0.32
265,0,5,1895,1.7,1.82,1.49,1.12,1.22,1.85,3.01,3.53,-1.25,-1.03,-0.55,-0.78
350,0,5,1895,1.17,1.73,1.99,1.65,1.6,2.65,3.17,2.75,2.23,1.47,1.71,1.47
356,0,5,1895,1.29,1.35,-0.32,-0.99,-1.54,0.28,1.11,1.4,-0.79,-1.16,0.22,0.59
361,0,5,1895,0.44,-0.26,-0.81,-1.43,-1.88,-1.93,-1.65,-1.66,-2.04,-2.51,-0.04,0.23
362,0,5,1895,0.33,-0.6,-1.09,-1.7,-2.19,-2.22,-1.8,-1.77,-2.17,-2.68,-2.47,0.29
365,0,5,1895,1.15,-0.42,-0.41,-0.87,-0.92,0.76,1.78,2.32,-1.07,-1.07,-0.94,-1.2
1,0,5,1896,-1.65,-1.19,-1.23,-1.71,-2.15,-1.59,-1.7,-2.3,-2.91,-2.88,-2.63,-3.39
2,0,5,1896,-0.79,-1.32,-1.61,-1.94,-2.37,-2.84,1.05,1.01,1.07,2.37,1.92,1.25
3,0,5,1896,-0.44,-0.63,-0.39,-0.92,-1.48,-1.93,-3.02,-3.39,-3.21,-2.89,-2.72,-3.49
4,0,5,1896,1.25,-1,0.29,1.75,2.52,2.93,2.89,2.99,2.77,2.62,3,2.7
5,0,5,1896,3.12,3.06,3.36,-0.39,-1,-1.39,-1.02,-1.46,0.62,0.52,0.45,0.05
6,0,5,1896,-0.84,1.78,2.27,-1.09,-1.39,-1.41,-1.45,-1.63,-0.9,-0.57,-0.83,-1.26
7,0,5,1896,-3,-1.26,-0.59,-1.45,-1.78,-0.97,-0.63,-1.31,-0.94,-0.89,-1.29,-1.94
8,0,5,1896,0.38,0.58,-0.25,-1.08,-1.8,1.07,1.04,-0.65,-1.38,-1.34,0.32,0.35
9,0,5,1896,-1.68,-1.12,-1.4,-2.27,-3.03,-3.12,-2.38,-3.09,-3.68,-3.66,-2.76,-2.69
10,0,5,1896,0.8,0.2,0.64,1.16,2.35,1.83,1.71,1.84,1.47,1.01,2.55,2.75
11,0,5,1896,-1.37,-1.13,-1.42,-1.94,0.25,0.24,1.3,1.11,2.08,1.75,1.94,1.26
12,0,5,1896,-3.11,-2.84,-2.61,-3.48,-3.42,0.19,1.97,2.74,3.69,3.28,3.53,2.64
13,0,5,1896,-1.45,-1.49,-1.65,0.76,1.47,0.79,1.98,1.81,2.17,2.77,3.1,2.71
14,0,5,1896,1.7,1.27,0.93,1.17,1.2,1.26,1.9,1.82,1.9,2.19,2,1.54
15,0,5,1896,-2.65,-2.49,-1.63,-2.75,-2.92,0.16,1.29,0.95,1.09,0.82,1.07,-0.67
16,0,5,1896,-1.26,0.67,-0.04,-0.38,-1.42,-1.59,-2.69,-3.23,-3.62,-2.83,-2.32,-3.07
17,0,5,1896,-2.98,0.82,2.33,-0.85,-1.21,-1.41,0.37,0.41,1.6,1.86,1.84,-1
18,0,5,1896,-3.13,-1.59,-1.03,-1.88,-2.36,-2.1,-1.35,-2.01,-1.63,-1.99,-2.38,-3.25
19,0,5,1896,-0.81,0.82,1.7,-1.13,-1.61,-1.83,-1.8,-2.04,1.04,1.3,-0.26,-0.88
20,0,5,1896,-3.6,-3.57,-3.62,-3.27,-3.27,-3.28,0.29,0.85,1.87,1.91,3.16,2.35
21,0,5,1896,-0.82,-0.85,0.56,2.64,3.49,2.9,2.04,1.18,0.91,1.29,2.17,2.07
22,0,5,1896,-1.22,0.82,0.85,-0.54,-1.54,-1.26,-2.19,-2.52,-2.98,-2.58,-2.38,-3.25
23,0,5,1896,2.38,2.05,1.58,1.02,2.02,1.69,2.28,2.14,2.29,2.08,1.92,1.28
24,0,5,1896,1.08,1.28,1.95,2.22,3.28,2.47,2.22,1.81,2.43,1.86,3.67,3.33
25,0,5,1896,-0.73,-0.99,0.18,1.6,1.66,1.82,2.74,2.54,2.68,2.97,3.15,2.68
26,0,5,1896,1.44,0.64,0.77,1.25,2.32,2.12,2.53,2.97,2.51,1.84,1.89,1.02
27,0,5,1896,-0.89,1.03,2.36,-1.15,-1.78,-2.28,-2.34,-2.45,0.79,1.19,-0.13,-1.11
28,0,5,1896,-2.54,1.78,2.44,-0.97,-1.22,0.8,1.16,-0.69,-0.45,-0.55,-0.75,-1.39
